order_id,order_date,customer_id,region,channel,manager,category,product,quantity,discount,revenue,cost,rating,feedback_reason,response_time_hours,is_return
10830,2026-01-30,C02072,Санкт-Петербург,почта,Петров М.С.,Электродвигатели,Электродвигатель E-55,2,0,243290,179365,4,нет проблемы,22,0
10831,2026-01-30,C01670,Казань,телефон,Федорова М.А.,Клапаны,Клапан V-12,1,0.07,33811,24560,5,нет проблемы,8,0
10832,2026-01-30,C00812,Москва,сайт,Зайцева В.Л.,Редукторы,Редуктор R-8,1,0.05,81165,62937,5,нет проблемы,13,0
10833,2026-01-30,C01590,Москва,почта,Зайцева В.Л.,Компрессоры,Компрессор А-120,1,0.1,134913,96934,3,совместимость,20,1
10834,2026-01-30,C00186,Екатеринбург,сайт,Петров М.С.,Датчики,Датчик D-17,1,0.05,16503,10889,4,нет проблемы,6,0
10835,2026-01-30,C00344,Санкт-Петербург,почта,Сидорова Н.К.,Электродвигатели,Электродвигатель E-55,1,0.07,113966,83968,4,нет проблемы,15,0
10836,2026-01-30,C01218,Санкт-Петербург,почта,Смирнов Р.О.,Контроллеры,Контроллер C-9,2,0.07,115619,74439,4,нет проблемы,23,0
10837,2026-01-30,C01764,Новосибирск,почта,Егорова Т.С.,Датчики,Датчик D-17,2,0.07,33227,21072,5,нет проблемы,16,0
10838,2026-01-30,C01063,Москва,повторная продажа,Кузнецов И.В.,Насосы,Насос Н-45,1,0.03,65577,49097,5,нет проблемы,7,0
10839,2026-01-30,C00106,Казань,повторная продажа,Морозов Д.А.,Электродвигатели,Электродвигатель E-55,1,0.03,115415,85457,5,качество консультации,21,1
10840,2026-01-30,C00492,Казань,повторная продажа,Смирнов Р.О.,Насосы,Насос Н-45,2,0.1,121848,92323,4,нет проблемы,1,0
10841,2026-01-30,C01340,Москва,почта,Сидорова Н.К.,Контроллеры,Контроллер C-9,1,0.05,63053,40405,5,нет проблемы,18,0
10842,2026-01-30,C01301,Казань,сайт,Ким В.В.,Редукторы,Редуктор R-8,1,0,94011,72458,4,нет проблемы,13,0
10843,2026-01-30,C01926,Новосибирск,телефон,Сидорова Н.К.,Контроллеры,Контроллер C-9,1,0,61398,40787,5,нет проблемы,12,0
10844,2026-01-30,C00855,Санкт-Петербург,сайт,Новиков П.К.,Редукторы,Редуктор R-8,1,0,97564,77842,5,нет проблемы,10,0
10845,2026-01-30,C01197,Москва,почта,Федорова М.А.,Компрессоры,Компрессор А-120,1,0.1,124960,89025,5,нет проблемы,14,0
10846,2026-01-30,C01719,Санкт-Петербург,телефон,Смирнов Р.О.,Редукторы,Редуктор R-8,1,0.07,81859,62699,5,нет проблемы,5,0
10847,2026-01-30,C02004,Москва,телефон,Кузнецов И.В.,Насосы,Насос Н-45,1,0.05,70157,52784,5,нет проблемы,15,0
10848,2026-01-30,C01811,Москва,сайт,Волкова Н.П.,Датчики,Датчик D-17,1,0.07,15995,10454,4,нет проблемы,13,0
10849,2026-01-30,C00845,Москва,повторная продажа,Алексеева Ю.С.,Датчики,Датчик D-17,2,0.05,35916,22170,5,нет проблемы,18,0
10850,2026-01-30,C00260,Казань,повторная продажа,Федорова М.А.,Фильтры,Фильтр F-30,1,0.1,23548,16778,3,доставка,20,0
10851,2026-01-30,C00148,Казань,сайт,Громов А.Н.,Компрессоры,Компрессор А-120,4,0.1,513274,375147,3,срок поставки,22,0
10852,2026-01-30,C01548,Москва,повторная продажа,Федорова М.А.,Компрессоры,Компрессор А-120,1,0.07,124974,88625,3,комплектация,15,0
10853,2026-01-30,C00622,Новосибирск,повторная продажа,Петров М.С.,Датчики,Датчик D-17,3,0,51716,33672,5,нет проблемы,10,0
10854,2026-01-30,C00409,Москва,телефон,Орлова Е.И.,Электродвигатели,Электродвигатель E-55,2,0.05,234415,172589,4,нет проблемы,14,0
10855,2026-01-30,C01567,Санкт-Петербург,почта,Иванова А.А.,Клапаны,Клапан V-12,1,0.03,39613,28246,5,нет проблемы,14,0
10856,2026-01-30,C01362,Новосибирск,телефон,Сидорова Н.К.,Клапаны,Клапан V-12,2,0,75419,53841,2,документы,17,0
10857,2026-01-30,C00953,Москва,повторная продажа,Иванова А.А.,Электродвигатели,Электродвигатель E-55,1,0.07,111380,80103,5,нет проблемы,5,0
10858,2026-01-30,C00857,Москва,сайт,Алексеева Ю.С.,Электродвигатели,Электродвигатель E-55,1,0.03,105971,79419,5,нет проблемы,7,0
10859,2026-01-30,C00431,Санкт-Петербург,почта,Волкова Н.П.,Редукторы,Редуктор R-8,4,0.03,343015,271133,5,нет проблемы,6,0
10860,2026-01-30,C01996,Екатеринбург,почта,Сидорова Н.К.,Фильтры,Фильтр F-30,1,0,24611,16904,5,нет проблемы,17,0
10861,2026-01-30,C00680,Санкт-Петербург,почта,Сидорова Н.К.,Электродвигатели,Электродвигатель E-55,1,0.07,118444,88951,5,нет проблемы,22,0
10862,2026-01-30,C00555,Екатеринбург,телефон,Сидорова Н.К.,Насосы,Насос Н-45,4,0.05,274448,205166,5,нет проблемы,6,0
10863,2026-01-30,C00251,Москва,повторная продажа,Кузнецов И.В.,Редукторы,Редуктор R-8,1,0.03,87853,70692,3,комплектация,28,0
10864,2026-01-30,C01652,Санкт-Петербург,сайт,Зайцева В.Л.,Редукторы,Редуктор R-8,1,0.03,86080,65051,4,документы,19,0
10865,2026-01-30,C01136,Казань,почта,Алексеева Ю.С.,Насосы,Насос Н-45,1,0.03,65403,48779,4,качество консультации,36,0
10866,2026-01-30,C00214,Новосибирск,телефон,Сидорова Н.К.,Электродвигатели,Электродвигатель E-55,1,0,123349,94294,4,доставка,14,0
10867,2026-01-30,C00877,Казань,почта,Сидорова Н.К.,Редукторы,Редуктор R-8,1,0.1,85307,65433,3,документы,31,0
10868,2026-02-02,C01418,Екатеринбург,телефон,Новиков П.К.,Контроллеры,Контроллер C-9,2,0.07,122755,79487,3,совместимость,21,0
10869,2026-02-02,C00799,Новосибирск,телефон,Иванова А.А.,Датчики,Датчик D-17,3,0.03,52822,32958,5,нет проблемы,10,0
10870,2026-02-02,C00235,Новосибирск,сайт,Кузнецов И.В.,Редукторы,Редуктор R-8,3,0.1,262272,205972,3,документы,21,0
10871,2026-02-02,C00157,Новосибирск,повторная продажа,Морозов Д.А.,Контроллеры,Контроллер C-9,4,0.07,237710,156573,5,нет проблемы,2,0
10872,2026-02-02,C00796,Москва,повторная продажа,Федорова М.А.,Компрессоры,Компрессор А-120,2,0.03,262523,193401,3,срок поставки,17,0
10873,2026-02-02,C00059,Екатеринбург,сайт,Федорова М.А.,Фильтры,Фильтр F-30,3,0.05,78815,53078,5,нет проблемы,6,0
10874,2026-02-02,C00014,Казань,повторная продажа,Орлова Е.И.,Датчики,Датчик D-17,1,0.1,15710,9871,2,неполное описание,22,0
10875,2026-02-02,C00891,Санкт-Петербург,почта,Федорова М.А.,Насосы,Насос Н-45,2,0,145525,110329,3,качество консультации,19,0
10876,2026-02-02,C01143,Екатеринбург,сайт,Сидорова Н.К.,Датчики,Датчик D-17,1,0.03,18655,12161,4,нет проблемы,12,0
10877,2026-02-02,C01429,Екатеринбург,почта,Алексеева Ю.С.,Редукторы,Редуктор R-8,1,0.03,83709,64434,5,нет проблемы,23,0
10878,2026-02-02,C02064,Казань,почта,Егорова Т.С.,Фильтры,Фильтр F-30,3,0,83611,58047,4,качество консультации,26,0
10879,2026-02-02,C01947,Москва,телефон,Сидорова Н.К.,Контроллеры,Контроллер C-9,2,0.05,116118,75249,4,нет проблемы,9,0
10880,2026-02-02,C01948,Казань,сайт,Морозов Д.А.,Редукторы,Редуктор R-8,2,0,176827,134429,5,нет проблемы,8,0
10881,2026-02-02,C01940,Москва,повторная продажа,Громов А.Н.,Насосы,Насос Н-45,1,0.03,69469,51706,2,доставка,27,0
10882,2026-02-02,C02077,Казань,телефон,Петров М.С.,Насосы,Насос Н-45,1,0.07,64819,50788,5,нет проблемы,1,0
10883,2026-02-02,C00813,Новосибирск,телефон,Кузнецов И.В.,Датчики,Датчик D-17,1,0,17505,10911,4,нет проблемы,6,0
10884,2026-02-02,C00004,Москва,сайт,Федорова М.А.,Электродвигатели,Электродвигатель E-55,4,0,457596,344703,4,нет проблемы,10,0
10885,2026-02-02,C01533,Москва,повторная продажа,Иванова А.А.,Компрессоры,Компрессор А-120,1,0.03,148701,106592,5,нет проблемы,14,0
10886,2026-02-02,C01588,Санкт-Петербург,почта,Сидорова Н.К.,Редукторы,Редуктор R-8,2,0.03,188201,148381,4,нет проблемы,8,0
10887,2026-02-02,C02001,Санкт-Петербург,повторная продажа,Федорова М.А.,Насосы,Насос Н-45,1,0.05,71899,55471,4,нет проблемы,10,0
10888,2026-02-02,C00943,Москва,почта,Сидорова Н.К.,Электродвигатели,Электродвигатель E-55,2,0.03,224126,164058,4,нет проблемы,10,0
10889,2026-02-02,C01632,Москва,сайт,Федорова М.А.,Редукторы,Редуктор R-8,1,0.07,86715,67315,3,документы,25,0
10890,2026-02-02,C02077,Екатеринбург,сайт,Волкова Н.П.,Редукторы,Редуктор R-8,1,0,93269,72304,5,нет проблемы,11,0
10891,2026-02-02,C01845,Казань,сайт,Егорова Т.С.,Фильтры,Фильтр F-30,2,0.07,50459,34319,4,нет проблемы,5,0
10892,2026-02-02,C00616,Москва,почта,Иванова А.А.,Датчики,Датчик D-17,1,0.05,16483,10284,5,нет проблемы,6,0
10893,2026-02-02,C01513,Казань,повторная продажа,Орлова Е.И.,Насосы,Насос Н-45,1,0.1,67160,50890,4,комплектация,27,1
10894,2026-02-02,C01623,Екатеринбург,телефон,Ким В.В.,Датчики,Датчик D-17,1,0.05,16671,10550,2,совместимость,19,0
10895,2026-02-02,C01878,Москва,почта,Иванова А.А.,Компрессоры,Компрессор А-120,1,0.07,133363,94519,4,нет проблемы,19,0
10896,2026-02-02,C01053,Москва,почта,Новиков П.К.,Компрессоры,Компрессор А-120,4,0,569041,423374,3,неполное описание,17,0
10897,2026-02-02,C00999,Екатеринбург,повторная продажа,Новиков П.К.,Фильтры,Фильтр F-30,1,0,27221,18878,4,нет проблемы,6,0
10898,2026-02-02,C01668,Санкт-Петербург,почта,Ким В.В.,Электродвигатели,Электродвигатель E-55,2,0.07,211571,158560,4,цена,29,0
10899,2026-02-02,C01347,Москва,почта,Егорова Т.С.,Компрессоры,Компрессор А-120,1,0.1,136560,99244,3,цена,32,0
10900,2026-02-02,C00697,Москва,повторная продажа,Федорова М.А.,Датчики,Датчик D-17,1,0.05,18482,11506,4,нет проблемы,10,0
10901,2026-02-02,C01246,Казань,почта,Орлова Е.И.,Датчики,Датчик D-17,2,0,37777,24293,5,нет проблемы,30,0
10902,2026-02-02,C02011,Санкт-Петербург,почта,Ким В.В.,Электродвигатели,Электродвигатель E-55,1,0.1,100537,73651,5,нет проблемы,17,0
10903,2026-02-02,C01643,Санкт-Петербург,почта,Егорова Т.С.,Датчики,Датчик D-17,3,0,51921,32498,4,нет проблемы,14,0
10904,2026-02-02,C01302,Санкт-Петербург,телефон,Егорова Т.С.,Датчики,Датчик D-17,2,0.05,36671,23708,4,нет проблемы,4,0
10905,2026-02-02,C00403,Новосибирск,почта,Волкова Н.П.,Редукторы,Редуктор R-8,1,0.07,81736,65489,3,совместимость,36,0
10906,2026-02-02,C00094,Санкт-Петербург,почта,Морозов Д.А.,Редукторы,Редуктор R-8,1,0,92730,70653,5,нет проблемы,19,0
10907,2026-02-02,C00791,Казань,сайт,Громов А.Н.,Фильтры,Фильтр F-30,2,0.05,45627,31713,4,нет проблемы,13,0
10908,2026-02-02,C01889,Екатеринбург,почта,Смирнов Р.О.,Клапаны,Клапан V-12,1,0.07,37811,27642,4,нет проблемы,25,0
10909,2026-02-02,C00653,Новосибирск,телефон,Ким В.В.,Насосы,Насос Н-45,2,0.07,133924,99178,4,нет проблемы,17,0
10910,2026-02-03,C01066,Екатеринбург,сайт,Зайцева В.Л.,Электродвигатели,Электродвигатель E-55,2,0.07,232370,177711,5,нет проблемы,11,0
10911,2026-02-03,C00164,Екатеринбург,сайт,Морозов Д.А.,Электродвигатели,Электродвигатель E-55,2,0.1,219698,161901,5,нет проблемы,12,0
10912,2026-02-03,C00693,Казань,повторная продажа,Морозов Д.А.,Датчики,Датчик D-17,1,0,17326,11389,4,нет проблемы,6,0
10913,2026-02-03,C01003,Новосибирск,сайт,Алексеева Ю.С.,Датчики,Датчик D-17,2,0.03,34537,21810,4,нет проблемы,11,0
10914,2026-02-03,C00906,Санкт-Петербург,сайт,Зайцева В.Л.,Насосы,Насос Н-45,2,0.05,138293,105755,5,нет проблемы,12,0
10915,2026-02-03,C00601,Москва,почта,Кузнецов И.В.,Датчики,Датчик D-17,3,0.03,54417,34295,4,нет проблемы,13,0
10916,2026-02-03,C00698,Казань,почта,Морозов Д.А.,Насосы,Насос Н-45,1,0.03,70770,52540,1,комплектация,36,0
10917,2026-02-03,C01267,Санкт-Петербург,почта,Ким В.В.,Фильтры,Фильтр F-30,1,0.07,25593,17640,4,цена,26,0
10918,2026-02-03,C00936,Екатеринбург,сайт,Новиков П.К.,Насосы,Насос Н-45,2,0.03,136472,103441,5,нет проблемы,5,0
10919,2026-02-03,C00326,Санкт-Петербург,телефон,Алексеева Ю.С.,Насосы,Насос Н-45,1,0.05,68481,51263,5,нет проблемы,5,0
10920,2026-02-03,C00779,Москва,почта,Новиков П.К.,Компрессоры,Компрессор А-120,1,0.03,144918,105433,3,комплектация,29,1
10921,2026-02-03,C00210,Новосибирск,сайт,Морозов Д.А.,Контроллеры,Контроллер C-9,1,0,61007,39483,4,нет проблемы,10,0
10922,2026-02-03,C01814,Санкт-Петербург,сайт,Алексеева Ю.С.,Электродвигатели,Электродвигатель E-55,1,0.07,104426,77496,2,цена,13,0
10923,2026-02-03,C01020,Казань,почта,Морозов Д.А.,Фильтры,Фильтр F-30,2,0,49934,34222,3,комплектация,34,0
10924,2026-02-03,C01770,Москва,почта,Федорова М.А.,Насосы,Насос Н-45,1,0.03,69701,52342,4,нет проблемы,15,0
10925,2026-02-03,C01230,Санкт-Петербург,повторная продажа,Зайцева В.Л.,Насосы,Насос Н-45,2,0.1,136288,101490,3,комплектация,31,1
10926,2026-02-03,C01708,Москва,почта,Алексеева Ю.С.,Фильтры,Фильтр F-30,1,0.07,25285,17892,5,нет проблемы,29,0
10927,2026-02-03,C01262,Москва,сайт,Волкова Н.П.,Электродвигатели,Электродвигатель E-55,3,0.05,329347,240525,5,нет проблемы,6,0
10928,2026-02-03,C00080,Москва,телефон,Громов А.Н.,Редукторы,Редуктор R-8,3,0,293471,226759,5,нет проблемы,8,0
10929,2026-02-03,C00881,Екатеринбург,сайт,Кузнецов И.В.,Электродвигатели,Электродвигатель E-55,1,0.05,103556,76256,4,нет проблемы,7,0
10930,2026-02-03,C01598,Москва,повторная продажа,Новиков П.К.,Редукторы,Редуктор R-8,1,0.05,89532,71811,5,нет проблемы,7,0
10931,2026-02-03,C01165,Москва,телефон,Петров М.С.,Клапаны,Клапан V-12,4,0.1,134064,92513,5,нет проблемы,13,0
10932,2026-02-03,C01796,Москва,повторная продажа,Ким В.В.,Редукторы,Редуктор R-8,4,0.07,356085,284404,4,нет проблемы,7,0
10933,2026-02-03,C01480,Казань,почта,Зайцева В.Л.,Насосы,Насос Н-45,1,0.05,70474,52293,5,нет проблемы,14,0
10934,2026-02-03,C00095,Москва,телефон,Сидорова Н.К.,Электродвигатели,Электродвигатель E-55,1,0.03,113742,83219,5,нет проблемы,7,0
10935,2026-02-03,C02066,Санкт-Петербург,почта,Громов А.Н.,Компрессоры,Компрессор А-120,1,0,152694,106582,4,нет проблемы,17,0
10936,2026-02-03,C00360,Санкт-Петербург,телефон,Кузнецов И.В.,Электродвигатели,Электродвигатель E-55,2,0,244852,181990,5,нет проблемы,5,0
10937,2026-02-03,C01354,Новосибирск,телефон,Петров М.С.,Клапаны,Клапан V-12,2,0.07,74273,52606,5,нет проблемы,9,0
10938,2026-02-03,C00913,Санкт-Петербург,почта,Кузнецов И.В.,Компрессоры,Компрессор А-120,2,0.07,286503,204870,3,качество консультации,35,0
10939,2026-02-03,C00608,Санкт-Петербург,сайт,Ким В.В.,Фильтры,Фильтр F-30,2,0.1,49985,35472,4,нет проблемы,8,0
10940,2026-02-03,C00943,Казань,сайт,Федорова М.А.,Насосы,Насос Н-45,3,0,225658,171952,4,нет проблемы,13,0
10941,2026-02-03,C01537,Санкт-Петербург,сайт,Иванова А.А.,Насосы,Насос Н-45,1,0.03,72883,53668,5,нет проблемы,9,0
10942,2026-02-03,C00718,Екатеринбург,телефон,Егорова Т.С.,Датчики,Датчик D-17,1,0.07,17035,10645,4,нет проблемы,8,0
10943,2026-02-03,C00862,Москва,телефон,Петров М.С.,Клапаны,Клапан V-12,2,0,81358,58743,5,нет проблемы,9,0
10944,2026-02-03,C01270,Москва,почта,Громов А.Н.,Электродвигатели,Электродвигатель E-55,1,0.07,101244,74313,5,нет проблемы,18,0
10945,2026-02-03,C01325,Казань,повторная продажа,Иванова А.А.,Компрессоры,Компрессор А-120,1,0,148490,109215,5,нет проблемы,11,0
10946,2026-02-03,C01700,Казань,сайт,Громов А.Н.,Компрессоры,Компрессор А-120,1,0.03,132553,95238,4,качество консультации,28,0
10947,2026-02-03,C01654,Новосибирск,сайт,Федорова М.А.,Компрессоры,Компрессор А-120,4,0.03,550453,408022,5,нет проблемы,10,0
10948,2026-02-03,C00696,Казань,повторная продажа,Сидорова Н.К.,Датчики,Датчик D-17,1,0,18001,11870,3,совместимость,24,0
10949,2026-02-04,C00003,Москва,повторная продажа,Орлова Е.И.,Компрессоры,Компрессор А-120,4,0,623498,447809,5,нет проблемы,7,0
10950,2026-02-04,C00804,Москва,повторная продажа,Сидорова Н.К.,Редукторы,Редуктор R-8,1,0.1,80138,62962,4,нет проблемы,10,0
10951,2026-02-04,C01027,Новосибирск,сайт,Сидорова Н.К.,Насосы,Насос Н-45,1,0,74801,57661,4,нет проблемы,7,0
10952,2026-02-04,C01729,Екатеринбург,сайт,Морозов Д.А.,Электродвигатели,Электродвигатель E-55,1,0.1,106538,79249,5,нет проблемы,7,0
10953,2026-02-04,C00664,Новосибирск,почта,Волкова Н.П.,Фильтры,Фильтр F-30,1,0.07,24690,17399,5,нет проблемы,17,0
10954,2026-02-04,C01382,Санкт-Петербург,почта,Морозов Д.А.,Насосы,Насос Н-45,1,0.1,63821,50076,5,нет проблемы,22,0
10955,2026-02-04,C01497,Санкт-Петербург,сайт,Волкова Н.П.,Клапаны,Клапан V-12,3,0.1,101882,70280,5,нет проблемы,6,0
10956,2026-02-04,C01854,Москва,повторная продажа,Волкова Н.П.,Фильтры,Фильтр F-30,1,0.07,25457,17082,5,нет проблемы,12,0
10957,2026-02-04,C00909,Новосибирск,повторная продажа,Алексеева Ю.С.,Редукторы,Редуктор R-8,4,0.03,347292,278549,5,нет проблемы,17,0
10958,2026-02-04,C00411,Санкт-Петербург,телефон,Федорова М.А.,Компрессоры,Компрессор А-120,2,0.03,284130,205007,2,цена,16,0
10959,2026-02-04,C01642,Казань,телефон,Орлова Е.И.,Компрессоры,Компрессор А-120,3,0.03,424705,315452,5,нет проблемы,11,0
10960,2026-02-04,C00575,Санкт-Петербург,почта,Сидорова Н.К.,Датчики,Датчик D-17,1,0.05,16551,10955,2,совместимость,17,0
10961,2026-02-04,C01436,Новосибирск,сайт,Петров М.С.,Редукторы,Редуктор R-8,4,0.03,346935,264701,4,нет проблемы,8,0
10962,2026-02-04,C00045,Москва,повторная продажа,Федорова М.А.,Насосы,Насос Н-45,1,0.1,69406,51540,4,нет проблемы,4,0
10963,2026-02-04,C00630,Москва,сайт,Петров М.С.,Компрессоры,Компрессор А-120,2,0.07,258143,185066,4,нет проблемы,8,0
10964,2026-02-04,C00921,Екатеринбург,телефон,Егорова Т.С.,Контроллеры,Контроллер C-9,3,0,188359,128000,2,срок поставки,23,0
10965,2026-02-04,C00233,Казань,повторная продажа,Федорова М.А.,Компрессоры,Компрессор А-120,2,0.05,264096,194770,4,нет проблемы,5,0
10966,2026-02-04,C00053,Екатеринбург,телефон,Петров М.С.,Компрессоры,Компрессор А-120,2,0.05,281682,200400,5,нет проблемы,13,0
10967,2026-02-04,C01568,Казань,почта,Иванова А.А.,Электродвигатели,Электродвигатель E-55,1,0.07,112648,81128,4,нет проблемы,15,0
10968,2026-02-04,C01804,Екатеринбург,почта,Громов А.Н.,Фильтры,Фильтр F-30,4,0.1,87533,62440,3,качество консультации,18,0
10969,2026-02-04,C00405,Москва,повторная продажа,Орлова Е.И.,Редукторы,Редуктор R-8,1,0.07,86919,65735,5,нет проблемы,11,0
10970,2026-02-04,C00196,Екатеринбург,повторная продажа,Морозов Д.А.,Клапаны,Клапан V-12,3,0.05,105849,76121,5,нет проблемы,9,0
10971,2026-02-04,C00705,Москва,повторная продажа,Громов А.Н.,Редукторы,Редуктор R-8,2,0.03,178191,142227,5,нет проблемы,3,0
10972,2026-02-04,C02037,Санкт-Петербург,сайт,Федорова М.А.,Редукторы,Редуктор R-8,1,0.03,85678,65997,5,нет проблемы,12,0
10973,2026-02-04,C01214,Москва,почта,Алексеева Ю.С.,Компрессоры,Компрессор А-120,2,0.05,268315,192351,3,срок поставки,29,0
10974,2026-02-04,C01394,Казань,сайт,Егорова Т.С.,Редукторы,Редуктор R-8,1,0,85038,66746,4,нет проблемы,11,0
10975,2026-02-04,C01008,Санкт-Петербург,сайт,Егорова Т.С.,Датчики,Датчик D-17,3,0.05,53681,35619,5,нет проблемы,17,0
10976,2026-02-04,C00999,Москва,повторная продажа,Иванова А.А.,Компрессоры,Компрессор А-120,1,0.03,134919,95292,5,нет проблемы,10,0
10977,2026-02-04,C01072,Санкт-Петербург,почта,Новиков П.К.,Контроллеры,Контроллер C-9,1,0.1,54763,35283,4,нет проблемы,23,0
10978,2026-02-04,C01318,Екатеринбург,почта,Громов А.Н.,Электродвигатели,Электродвигатель E-55,1,0.05,119275,90869,4,нет проблемы,23,0
10979,2026-02-04,C00934,Екатеринбург,телефон,Новиков П.К.,Контроллеры,Контроллер C-9,2,0,137851,92940,4,нет проблемы,10,0
10980,2026-02-04,C01837,Новосибирск,телефон,Егорова Т.С.,Датчики,Датчик D-17,3,0.03,53535,34461,2,качество консультации,18,1
10981,2026-02-04,C00113,Санкт-Петербург,повторная продажа,Новиков П.К.,Фильтры,Фильтр F-30,2,0,53514,35761,4,нет проблемы,5,0
10982,2026-02-05,C02081,Новосибирск,телефон,Волкова Н.П.,Редукторы,Редуктор R-8,4,0.03,362220,279087,4,нет проблемы,12,0
10983,2026-02-05,C00261,Екатеринбург,почта,Егорова Т.С.,Компрессоры,Компрессор А-120,1,0,155924,108780,4,нет проблемы,11,0
10984,2026-02-05,C00386,Москва,сайт,Волкова Н.П.,Датчики,Датчик D-17,4,0.03,75635,46627,5,нет проблемы,6,0
10985,2026-02-05,C01068,Санкт-Петербург,повторная продажа,Волкова Н.П.,Редукторы,Редуктор R-8,1,0.07,79735,61568,3,документы,20,1
10986,2026-02-05,C00052,Казань,почта,Иванова А.А.,Насосы,Насос Н-45,1,0.07,69657,53022,4,качество консультации,24,0
10987,2026-02-05,C00634,Екатеринбург,сайт,Кузнецов И.В.,Насосы,Насос Н-45,2,0.05,144665,113241,3,качество консультации,26,1
10988,2026-02-05,C00493,Санкт-Петербург,сайт,Алексеева Ю.С.,Датчики,Датчик D-17,3,0.03,53898,35341,4,нет проблемы,3,0
10989,2026-02-05,C01382,Москва,повторная продажа,Смирнов Р.О.,Клапаны,Клапан V-12,2,0.1,68602,50080,3,нет проблемы,1,0
10990,2026-02-05,C01968,Санкт-Петербург,почта,Алексеева Ю.С.,Клапаны,Клапан V-12,1,0,39025,26859,4,комплектация,22,0
10991,2026-02-05,C01615,Екатеринбург,телефон,Алексеева Ю.С.,Контроллеры,Контроллер C-9,2,0.1,107660,71888,4,нет проблемы,7,0
10992,2026-02-05,C02013,Москва,сайт,Петров М.С.,Редукторы,Редуктор R-8,1,0.03,85345,67108,4,нет проблемы,13,0
10993,2026-02-05,C00711,Санкт-Петербург,почта,Федорова М.А.,Насосы,Насос Н-45,1,0.05,71364,54946,5,нет проблемы,20,0
10994,2026-02-05,C00184,Москва,сайт,Зайцева В.Л.,Насосы,Насос Н-45,4,0.07,254479,199310,4,доставка,13,0
10995,2026-02-05,C00020,Москва,почта,Зайцева В.Л.,Насосы,Насос Н-45,1,0.05,63726,47487,5,комплектация,23,0
10996,2026-02-05,C01009,Екатеринбург,повторная продажа,Кузнецов И.В.,Насосы,Насос Н-45,4,0.07,281835,212387,5,нет проблемы,10,0
10997,2026-02-05,C01704,Санкт-Петербург,повторная продажа,Громов А.Н.,Фильтры,Фильтр F-30,2,0.05,47067,33367,5,нет проблемы,16,0
10998,2026-02-05,C00528,Новосибирск,сайт,Федорова М.А.,Датчики,Датчик D-17,3,0.07,49578,30516,5,нет проблемы,11,0
10999,2026-02-05,C01174,Москва,сайт,Орлова Е.И.,Фильтры,Фильтр F-30,1,0.07,22502,15567,5,документы,23,0
11000,2026-02-05,C01921,Екатеринбург,сайт,Смирнов Р.О.,Контроллеры,Контроллер C-9,1,0.03,66551,44105,5,нет проблемы,19,0
11001,2026-02-05,C00169,Екатеринбург,сайт,Федорова М.А.,Компрессоры,Компрессор А-120,1,0,139008,100887,5,нет проблемы,14,0
11002,2026-02-05,C00232,Москва,телефон,Волкова Н.П.,Клапаны,Клапан V-12,1,0.05,33464,22946,3,совместимость,29,0
11003,2026-02-05,C00588,Санкт-Петербург,повторная продажа,Егорова Т.С.,Датчики,Датчик D-17,1,0.03,17473,11375,4,срок поставки,17,0
11004,2026-02-05,C00426,Екатеринбург,сайт,Федорова М.А.,Клапаны,Клапан V-12,1,0.1,31559,22754,5,нет проблемы,11,0
11005,2026-02-05,C01582,Казань,почта,Орлова Е.И.,Насосы,Насос Н-45,3,0.1,182569,136237,4,нет проблемы,20,0
11006,2026-02-05,C01861,Новосибирск,почта,Егорова Т.С.,Фильтры,Фильтр F-30,1,0.07,24615,16793,4,нет проблемы,18,0
11007,2026-02-05,C00590,Москва,сайт,Иванова А.А.,Контроллеры,Контроллер C-9,2,0.07,128546,87295,5,нет проблемы,10,0
11008,2026-02-05,C01592,Казань,телефон,Смирнов Р.О.,Редукторы,Редуктор R-8,1,0.07,79552,62553,4,документы,24,0
11009,2026-02-05,C01489,Санкт-Петербург,сайт,Зайцева В.Л.,Датчики,Датчик D-17,2,0.03,34431,22401,5,нет проблемы,7,0
11010,2026-02-05,C00890,Екатеринбург,повторная продажа,Морозов Д.А.,Редукторы,Редуктор R-8,1,0.05,82487,62860,3,комплектация,33,1
11011,2026-02-05,C00811,Санкт-Петербург,сайт,Сидорова Н.К.,Редукторы,Редуктор R-8,1,0.03,94529,71482,4,качество консультации,27,0
11012,2026-02-05,C00268,Новосибирск,почта,Петров М.С.,Датчики,Датчик D-17,1,0.07,16699,11048,5,нет проблемы,6,0
11013,2026-02-05,C01293,Новосибирск,повторная продажа,Кузнецов И.В.,Компрессоры,Компрессор А-120,1,0,140668,104107,4,срок поставки,31,0
11014,2026-02-05,C01679,Москва,почта,Сидорова Н.К.,Контроллеры,Контроллер C-9,1,0.05,56923,37745,5,нет проблемы,25,0
11015,2026-02-05,C01954,Екатеринбург,телефон,Сидорова Н.К.,Редукторы,Редуктор R-8,1,0.03,94994,74873,3,срок поставки,22,0
11016,2026-02-05,C01392,Новосибирск,почта,Петров М.С.,Электродвигатели,Электродвигатель E-55,1,0.07,111230,80540,5,нет проблемы,17,0
11017,2026-02-05,C01314,Москва,сайт,Орлова Е.И.,Контроллеры,Контроллер C-9,1,0.07,63488,40667,5,нет проблемы,9,0
11018,2026-02-05,C00787,Москва,повторная продажа,Егорова Т.С.,Электродвигатели,Электродвигатель E-55,2,0.07,202481,153794,5,нет проблемы,16,0
