order_id,order_date,customer_id,region,channel,manager,category,product,quantity,discount,revenue,cost,rating,feedback_reason,response_time_hours,is_return,month,profit,margin_pct,has_problem,rating_group,nps_group
10335,2026-01-13,C00480,Новосибирск,сайт,Алексеева Ю.С.,Фильтры,Фильтр F-30,2,0.05,46831,32327,4,нет проблемы,9,0,2026-01,14504,0.31,False,средняя,passive
10336,2026-01-13,C01880,Казань,сайт,Федорова М.А.,Редукторы,Редуктор R-8,2,0.05,178272,143206,5,нет проблемы,3,0,2026-01,35066,0.197,False,высокая,promoter
10337,2026-01-13,C01079,Москва,почта,Ким В.В.,Редукторы,Редуктор R-8,1,0.0,89291,70935,3,комплектация,18,0,2026-01,18356,0.206,True,низкая,detractor
10338,2026-01-13,C02044,Екатеринбург,почта,Новиков П.К.,Насосы,Насос Н-45,1,0.1,69272,52565,5,нет проблемы,15,0,2026-01,16707,0.241,False,высокая,promoter
10339,2026-01-13,C00322,Новосибирск,телефон,Федорова М.А.,Насосы,Насос Н-45,1,0.03,73582,57159,5,нет проблемы,8,0,2026-01,16423,0.223,False,высокая,promoter
10340,2026-01-13,C02011,Москва,почта,Сидорова Н.К.,Клапаны,Клапан V-12,3,0.0,120347,84671,5,нет проблемы,13,0,2026-01,35676,0.296,False,высокая,promoter
10341,2026-01-13,C01423,Москва,повторная продажа,Волкова Н.П.,Клапаны,Клапан V-12,1,0.1,32165,22878,5,нет проблемы,9,0,2026-01,9287,0.289,False,высокая,promoter
10342,2026-01-13,C01077,Санкт-Петербург,телефон,Ким В.В.,Контроллеры,Контроллер C-9,1,0.1,57232,38314,3,совместимость,19,0,2026-01,18918,0.331,True,низкая,detractor
10343,2026-01-13,C00737,Санкт-Петербург,повторная продажа,Кузнецов И.В.,Насосы,Насос Н-45,1,0.07,63858,49172,5,нет проблемы,7,0,2026-01,14686,0.23,False,высокая,promoter
10344,2026-01-13,C01938,Москва,почта,Алексеева Ю.С.,Компрессоры,Компрессор А-120,1,0.05,144452,104405,5,нет проблемы,22,0,2026-01,40047,0.277,False,высокая,promoter
10345,2026-01-13,C01632,Москва,почта,Петров М.С.,Компрессоры,Компрессор А-120,3,0.1,393628,279785,5,нет проблемы,21,0,2026-01,113843,0.289,False,высокая,promoter
10346,2026-01-13,C01056,Екатеринбург,сайт,Морозов Д.А.,Фильтры,Фильтр F-30,1,0.0,25791,17582,4,нет проблемы,6,0,2026-01,8209,0.318,False,средняя,passive
10347,2026-01-13,C01332,Новосибирск,сайт,Федорова М.А.,Компрессоры,Компрессор А-120,4,0.03,569518,414320,5,нет проблемы,9,0,2026-01,155198,0.273,False,высокая,promoter
10348,2026-01-13,C00293,Санкт-Петербург,телефон,Петров М.С.,Редукторы,Редуктор R-8,1,0.1,79102,62220,3,срок поставки,21,0,2026-01,16882,0.213,True,низкая,detractor
10349,2026-01-13,C01845,Москва,сайт,Волкова Н.П.,Компрессоры,Компрессор А-120,1,0.05,140072,100119,5,нет проблемы,1,0,2026-01,39953,0.285,False,высокая,promoter
10350,2026-01-13,C00108,Москва,повторная продажа,Алексеева Ю.С.,Компрессоры,Компрессор А-120,1,0.05,147457,107648,3,срок поставки,28,0,2026-01,39809,0.27,True,низкая,detractor
10351,2026-01-13,C01816,Москва,телефон,Федорова М.А.,Датчики,Датчик D-17,1,0.03,16751,11082,5,нет проблемы,16,0,2026-01,5669,0.338,False,высокая,promoter
10352,2026-01-13,C01823,Москва,почта,Сидорова Н.К.,Компрессоры,Компрессор А-120,1,0.05,145692,103624,5,нет проблемы,17,0,2026-01,42068,0.289,False,высокая,promoter
10353,2026-01-13,C00931,Москва,телефон,Алексеева Ю.С.,Клапаны,Клапан V-12,2,0.1,67688,48531,5,нет проблемы,7,0,2026-01,19157,0.283,False,высокая,promoter
10354,2026-01-13,C00035,Санкт-Петербург,сайт,Новиков П.К.,Компрессоры,Компрессор А-120,1,0.0,133402,98153,4,нет проблемы,13,0,2026-01,35249,0.264,False,средняя,passive
10355,2026-01-13,C01791,Санкт-Петербург,повторная продажа,Волкова Н.П.,Клапаны,Клапан V-12,1,0.07,37024,26466,4,нет проблемы,9,0,2026-01,10558,0.285,False,средняя,passive
10356,2026-01-13,C01114,Казань,телефон,Орлова Е.И.,Насосы,Насос Н-45,3,0.03,201574,152412,5,нет проблемы,1,0,2026-01,49162,0.244,False,высокая,promoter
10357,2026-01-13,C00770,Москва,почта,Морозов Д.А.,Фильтры,Фильтр F-30,1,0.0,24678,16768,4,нет проблемы,18,0,2026-01,7910,0.321,False,средняя,passive
10358,2026-01-13,C00061,Казань,сайт,Смирнов Р.О.,Компрессоры,Компрессор А-120,1,0.0,139945,98136,5,нет проблемы,10,0,2026-01,41809,0.299,False,высокая,promoter
10359,2026-01-13,C01092,Екатеринбург,почта,Алексеева Ю.С.,Насосы,Насос Н-45,1,0.05,68002,52672,5,нет проблемы,5,0,2026-01,15330,0.225,False,высокая,promoter
10360,2026-01-13,C00138,Москва,почта,Ким В.В.,Датчики,Датчик D-17,3,0.05,55401,36365,3,документы,37,0,2026-01,19036,0.344,True,низкая,detractor
10361,2026-01-13,C00501,Казань,телефон,Орлова Е.И.,Редукторы,Редуктор R-8,4,0.07,332514,267028,5,нет проблемы,15,0,2026-01,65486,0.197,False,высокая,promoter
10362,2026-01-13,C00491,Санкт-Петербург,сайт,Волкова Н.П.,Редукторы,Редуктор R-8,1,0.03,94954,72810,5,нет проблемы,10,0,2026-01,22144,0.233,False,высокая,promoter
10363,2026-01-13,C01387,Москва,сайт,Зайцева В.Л.,Электродвигатели,Электродвигатель E-55,2,0.07,226096,163410,5,нет проблемы,14,0,2026-01,62686,0.277,False,высокая,promoter
10364,2026-01-13,C01797,Москва,телефон,Новиков П.К.,Клапаны,Клапан V-12,1,0.03,38047,27567,5,доставка,23,0,2026-01,10480,0.275,True,высокая,promoter
10365,2026-01-13,C00765,Санкт-Петербург,телефон,Егорова Т.С.,Насосы,Насос Н-45,1,0.0,71830,54366,5,нет проблемы,7,0,2026-01,17464,0.243,False,высокая,promoter
10366,2026-01-13,C01860,Москва,телефон,Иванова А.А.,Датчики,Датчик D-17,3,0.1,47235,30303,5,нет проблемы,5,0,2026-01,16932,0.358,False,высокая,promoter
10367,2026-01-13,C02038,Екатеринбург,почта,Алексеева Ю.С.,Электродвигатели,Электродвигатель E-55,3,0.1,336789,253871,3,документы,24,0,2026-01,82918,0.246,True,низкая,detractor
10368,2026-01-13,C00405,Москва,телефон,Иванова А.А.,Редукторы,Редуктор R-8,2,0.0,170242,134141,3,неполное описание,16,0,2026-01,36101,0.212,True,низкая,detractor
10369,2026-01-13,C00855,Казань,повторная продажа,Федорова М.А.,Редукторы,Редуктор R-8,1,0.1,78701,60860,5,нет проблемы,13,0,2026-01,17841,0.227,False,высокая,promoter
10370,2026-01-13,C00239,Москва,повторная продажа,Громов А.Н.,Редукторы,Редуктор R-8,2,0.0,177950,140967,5,нет проблемы,3,0,2026-01,36983,0.208,False,высокая,promoter
10371,2026-01-13,C00733,Екатеринбург,почта,Егорова Т.С.,Фильтры,Фильтр F-30,3,0.0,83548,59572,3,документы,31,0,2026-01,23976,0.287,True,низкая,detractor
10372,2026-01-13,C01645,Москва,почта,Егорова Т.С.,Электродвигатели,Электродвигатель E-55,2,0.05,230459,172873,5,нет проблемы,26,0,2026-01,57586,0.25,False,высокая,promoter
10373,2026-01-13,C01764,Новосибирск,сайт,Громов А.Н.,Насосы,Насос Н-45,1,0.05,72804,55513,5,нет проблемы,6,0,2026-01,17291,0.238,False,высокая,promoter
10374,2026-01-13,C00142,Казань,телефон,Орлова Е.И.,Электродвигатели,Электродвигатель E-55,1,0.1,113441,82551,4,нет проблемы,11,0,2026-01,30890,0.272,False,средняя,passive
10375,2026-01-13,C01886,Новосибирск,почта,Морозов Д.А.,Редукторы,Редуктор R-8,1,0.05,93150,71328,5,документы,26,1,2026-01,21822,0.234,True,высокая,promoter
10376,2026-01-14,C00709,Казань,почта,Смирнов Р.О.,Компрессоры,Компрессор А-120,1,0.05,128755,92058,5,нет проблемы,14,0,2026-01,36697,0.285,False,высокая,promoter
10377,2026-01-14,C01370,Казань,телефон,Морозов Д.А.,Контроллеры,Контроллер C-9,3,0.1,176733,112555,4,нет проблемы,14,0,2026-01,64178,0.363,False,средняя,passive
10378,2026-01-14,C01249,Новосибирск,почта,Егорова Т.С.,Контроллеры,Контроллер C-9,1,0.03,64540,43724,4,нет проблемы,9,0,2026-01,20816,0.323,False,средняя,passive
10379,2026-01-14,C00369,Москва,почта,Ким В.В.,Компрессоры,Компрессор А-120,1,0.03,132845,96801,5,нет проблемы,20,0,2026-01,36044,0.271,False,высокая,promoter
10380,2026-01-14,C00535,Москва,телефон,Алексеева Ю.С.,Датчики,Датчик D-17,1,0.07,17401,10744,5,нет проблемы,12,0,2026-01,6657,0.383,False,высокая,promoter
10381,2026-01-14,C01325,Санкт-Петербург,почта,Федорова М.А.,Компрессоры,Компрессор А-120,2,0.03,284053,211577,5,нет проблемы,23,0,2026-01,72476,0.255,False,высокая,promoter
10382,2026-01-14,C01433,Казань,сайт,Кузнецов И.В.,Клапаны,Клапан V-12,1,0.05,34312,24094,5,нет проблемы,7,0,2026-01,10218,0.298,False,высокая,promoter
10383,2026-01-14,C00224,Казань,повторная продажа,Ким В.В.,Контроллеры,Контроллер C-9,1,0.03,59097,38631,5,нет проблемы,8,0,2026-01,20466,0.346,False,высокая,promoter
10384,2026-01-14,C00868,Новосибирск,повторная продажа,Ким В.В.,Клапаны,Клапан V-12,3,0.0,111141,80601,4,нет проблемы,10,0,2026-01,30540,0.275,False,средняя,passive
10385,2026-01-14,C01047,Казань,телефон,Сидорова Н.К.,Редукторы,Редуктор R-8,2,0.03,182050,143530,5,нет проблемы,7,0,2026-01,38520,0.212,False,высокая,promoter
10386,2026-01-14,C01476,Екатеринбург,сайт,Громов А.Н.,Компрессоры,Компрессор А-120,1,0.07,138189,96098,4,нет проблемы,17,0,2026-01,42091,0.305,False,средняя,passive
10387,2026-01-14,C00361,Новосибирск,сайт,Сидорова Н.К.,Компрессоры,Компрессор А-120,1,0.07,135034,98640,4,нет проблемы,10,0,2026-01,36394,0.27,False,средняя,passive
10388,2026-01-14,C01421,Казань,повторная продажа,Федорова М.А.,Насосы,Насос Н-45,2,0.0,138179,105219,4,нет проблемы,11,0,2026-01,32960,0.239,False,средняя,passive
10389,2026-01-14,C00121,Москва,телефон,Егорова Т.С.,Датчики,Датчик D-17,4,0.1,64211,39688,3,нет проблемы,21,0,2026-01,24523,0.382,False,низкая,detractor
10390,2026-01-14,C00932,Санкт-Петербург,сайт,Волкова Н.П.,Клапаны,Клапан V-12,1,0.03,34428,24241,4,нет проблемы,6,0,2026-01,10187,0.296,False,средняя,passive
10391,2026-01-14,C00829,Новосибирск,сайт,Громов А.Н.,Насосы,Насос Н-45,3,0.05,203531,150936,4,нет проблемы,7,0,2026-01,52595,0.258,False,средняя,passive
10392,2026-01-14,C00597,Новосибирск,телефон,Новиков П.К.,Компрессоры,Компрессор А-120,3,0.07,436634,324763,4,неполное описание,14,0,2026-01,111871,0.256,True,средняя,passive
10393,2026-01-14,C00770,Новосибирск,сайт,Петров М.С.,Компрессоры,Компрессор А-120,4,0.05,545975,404943,5,нет проблемы,8,0,2026-01,141032,0.258,False,высокая,promoter
10394,2026-01-14,C01921,Новосибирск,сайт,Новиков П.К.,Компрессоры,Компрессор А-120,2,0.1,263799,186386,2,комплектация,32,1,2026-01,77413,0.293,True,низкая,detractor
10395,2026-01-14,C01692,Санкт-Петербург,сайт,Ким В.В.,Фильтры,Фильтр F-30,1,0.03,23982,15986,5,нет проблемы,10,0,2026-01,7996,0.333,False,высокая,promoter
10396,2026-01-14,C01659,Екатеринбург,повторная продажа,Алексеева Ю.С.,Электродвигатели,Электродвигатель E-55,1,0.07,116186,85919,4,нет проблемы,10,0,2026-01,30267,0.261,False,средняя,passive
10397,2026-01-14,C00158,Санкт-Петербург,телефон,Егорова Т.С.,Компрессоры,Компрессор А-120,1,0.1,139669,101064,4,нет проблемы,5,0,2026-01,38605,0.276,False,средняя,passive
10398,2026-01-14,C00778,Новосибирск,почта,Орлова Е.И.,Компрессоры,Компрессор А-120,3,0.03,423212,302503,4,нет проблемы,12,0,2026-01,120709,0.285,False,средняя,passive
10399,2026-01-14,C02051,Екатеринбург,повторная продажа,Петров М.С.,Датчики,Датчик D-17,1,0.03,17722,11442,4,цена,32,1,2026-01,6280,0.354,True,средняя,passive
10400,2026-01-14,C00672,Новосибирск,почта,Новиков П.К.,Компрессоры,Компрессор А-120,1,0.07,132984,95421,3,качество консультации,23,0,2026-01,37563,0.282,True,низкая,detractor
10401,2026-01-14,C01552,Екатеринбург,сайт,Егорова Т.С.,Электродвигатели,Электродвигатель E-55,2,0.0,236899,173932,4,нет проблемы,9,0,2026-01,62967,0.266,False,средняя,passive
10402,2026-01-14,C01828,Новосибирск,телефон,Орлова Е.И.,Датчики,Датчик D-17,2,0.03,33949,21124,5,нет проблемы,11,0,2026-01,12825,0.378,False,высокая,promoter
10403,2026-01-14,C02022,Москва,сайт,Ким В.В.,Фильтры,Фильтр F-30,1,0.1,24393,16236,4,нет проблемы,10,0,2026-01,8157,0.334,False,средняя,passive
10404,2026-01-14,C00851,Санкт-Петербург,телефон,Иванова А.А.,Насосы,Насос Н-45,1,0.1,65837,49195,4,нет проблемы,6,0,2026-01,16642,0.253,False,средняя,passive
10405,2026-01-14,C01165,Санкт-Петербург,сайт,Кузнецов И.В.,Компрессоры,Компрессор А-120,1,0.0,148874,109705,4,совместимость,19,0,2026-01,39169,0.263,True,средняя,passive
10406,2026-01-14,C00266,Казань,телефон,Орлова Е.И.,Фильтры,Фильтр F-30,2,0.07,50289,34347,2,документы,22,0,2026-01,15942,0.317,True,низкая,detractor
10407,2026-01-14,C00360,Новосибирск,сайт,Смирнов Р.О.,Редукторы,Редуктор R-8,1,0.07,84963,67103,5,нет проблемы,14,0,2026-01,17860,0.21,False,высокая,promoter
10408,2026-01-14,C00532,Екатеринбург,телефон,Кузнецов И.В.,Электродвигатели,Электродвигатель E-55,2,0.07,223302,163194,5,нет проблемы,9,0,2026-01,60108,0.269,False,высокая,promoter
10409,2026-01-14,C01699,Казань,почта,Волкова Н.П.,Редукторы,Редуктор R-8,1,0.03,93688,71824,4,срок поставки,27,0,2026-01,21864,0.233,True,средняя,passive
10410,2026-01-15,C00120,Казань,почта,Громов А.Н.,Насосы,Насос Н-45,1,0.03,71963,53808,2,комплектация,25,0,2026-01,18155,0.252,True,низкая,detractor
10411,2026-01-15,C01373,Москва,сайт,Смирнов Р.О.,Компрессоры,Компрессор А-120,2,0.07,282527,205476,4,нет проблемы,3,0,2026-01,77051,0.273,False,средняя,passive
10412,2026-01-15,C01449,Екатеринбург,почта,Петров М.С.,Электродвигатели,Электродвигатель E-55,3,0.05,339794,254475,5,нет проблемы,19,0,2026-01,85319,0.251,False,высокая,promoter
10413,2026-01-15,C01263,Москва,сайт,Новиков П.К.,Клапаны,Клапан V-12,4,0.1,144294,102960,4,нет проблемы,5,0,2026-01,41334,0.286,False,средняя,passive
10414,2026-01-15,C01533,Москва,телефон,Алексеева Ю.С.,Контроллеры,Контроллер C-9,1,0.03,60804,41132,4,нет проблемы,9,0,2026-01,19672,0.324,False,средняя,passive
10415,2026-01-15,C00403,Москва,сайт,Громов А.Н.,Компрессоры,Компрессор А-120,1,0.07,143587,100899,4,цена,20,0,2026-01,42688,0.297,True,средняя,passive
10416,2026-01-15,C01366,Новосибирск,почта,Смирнов Р.О.,Клапаны,Клапан V-12,1,0.0,37752,27207,5,нет проблемы,15,0,2026-01,10545,0.279,False,высокая,promoter
10417,2026-01-15,C01134,Екатеринбург,сайт,Егорова Т.С.,Контроллеры,Контроллер C-9,2,0.0,129588,84310,4,нет проблемы,12,0,2026-01,45278,0.349,False,средняя,passive
10418,2026-01-15,C01305,Москва,почта,Орлова Е.И.,Насосы,Насос Н-45,1,0.05,64180,50247,5,нет проблемы,25,0,2026-01,13933,0.217,False,высокая,promoter
10419,2026-01-15,C00207,Москва,телефон,Петров М.С.,Компрессоры,Компрессор А-120,1,0.0,140623,104006,5,нет проблемы,10,0,2026-01,36617,0.26,False,высокая,promoter
10420,2026-01-15,C00812,Санкт-Петербург,сайт,Новиков П.К.,Датчики,Датчик D-17,2,0.1,33989,22076,4,нет проблемы,12,0,2026-01,11913,0.35,False,средняя,passive
10421,2026-01-15,C01272,Москва,повторная продажа,Федорова М.А.,Электродвигатели,Электродвигатель E-55,3,0.07,332790,239490,5,нет проблемы,8,0,2026-01,93300,0.28,False,высокая,promoter
10422,2026-01-15,C01354,Санкт-Петербург,телефон,Алексеева Ю.С.,Фильтры,Фильтр F-30,3,0.03,80031,55689,4,нет проблемы,13,0,2026-01,24342,0.304,False,средняя,passive
10423,2026-01-15,C00439,Санкт-Петербург,сайт,Морозов Д.А.,Контроллеры,Контроллер C-9,1,0.0,62478,41114,3,документы,14,0,2026-01,21364,0.342,True,низкая,detractor
10424,2026-01-15,C01396,Москва,сайт,Ким В.В.,Редукторы,Редуктор R-8,1,0.1,80765,63484,5,нет проблемы,9,0,2026-01,17281,0.214,False,высокая,promoter
10425,2026-01-15,C00469,Екатеринбург,почта,Кузнецов И.В.,Электродвигатели,Электродвигатель E-55,1,0.05,112898,82055,5,нет проблемы,25,0,2026-01,30843,0.273,False,высокая,promoter
10426,2026-01-15,C00252,Москва,сайт,Петров М.С.,Редукторы,Редуктор R-8,1,0.05,92755,70352,3,доставка,24,0,2026-01,22403,0.242,True,низкая,detractor
10427,2026-01-15,C01832,Казань,сайт,Ким В.В.,Насосы,Насос Н-45,2,0.0,149923,115147,4,нет проблемы,15,0,2026-01,34776,0.232,False,средняя,passive
10428,2026-01-15,C00034,Москва,повторная продажа,Кузнецов И.В.,Насосы,Насос Н-45,2,0.05,145960,114116,5,нет проблемы,3,0,2026-01,31844,0.218,False,высокая,promoter
10429,2026-01-15,C01615,Москва,почта,Федорова М.А.,Клапаны,Клапан V-12,1,0.05,38416,28174,4,качество консультации,20,0,2026-01,10242,0.267,True,средняя,passive
10430,2026-01-15,C01182,Санкт-Петербург,почта,Громов А.Н.,Насосы,Насос Н-45,1,0.03,69559,51780,5,нет проблемы,12,0,2026-01,17779,0.256,False,высокая,promoter
10431,2026-01-15,C01862,Москва,сайт,Егорова Т.С.,Фильтры,Фильтр F-30,1,0.07,24790,17693,4,комплектация,18,0,2026-01,7097,0.286,True,средняя,passive
10432,2026-01-15,C01683,Санкт-Петербург,повторная продажа,Зайцева В.Л.,Датчики,Датчик D-17,1,0.07,17492,11263,5,нет проблемы,14,0,2026-01,6229,0.356,False,высокая,promoter
10433,2026-01-15,C01905,Новосибирск,почта,Егорова Т.С.,Редукторы,Редуктор R-8,2,0.05,162198,126364,5,нет проблемы,23,0,2026-01,35834,0.221,False,высокая,promoter
10434,2026-01-15,C00045,Москва,повторная продажа,Смирнов Р.О.,Компрессоры,Компрессор А-120,1,0.0,149270,107766,4,нет проблемы,4,0,2026-01,41504,0.278,False,средняя,passive
10435,2026-01-15,C01939,Казань,повторная продажа,Кузнецов И.В.,Редукторы,Редуктор R-8,1,0.05,92820,73783,5,срок поставки,17,1,2026-01,19037,0.205,True,высокая,promoter
10436,2026-01-15,C01053,Новосибирск,сайт,Иванова А.А.,Компрессоры,Компрессор А-120,2,0.1,241259,173522,3,срок поставки,18,0,2026-01,67737,0.281,True,низкая,detractor
10437,2026-01-15,C00136,Новосибирск,телефон,Морозов Д.А.,Электродвигатели,Электродвигатель E-55,2,0.07,214906,155542,5,нет проблемы,12,0,2026-01,59364,0.276,False,высокая,promoter
10438,2026-01-15,C00686,Казань,повторная продажа,Ким В.В.,Клапаны,Клапан V-12,3,0.07,110307,77837,4,нет проблемы,4,0,2026-01,32470,0.294,False,средняя,passive
10439,2026-01-15,C00958,Москва,повторная продажа,Волкова Н.П.,Редукторы,Редуктор R-8,1,0.0,84484,65745,4,нет проблемы,11,0,2026-01,18739,0.222,False,средняя,passive
10440,2026-01-15,C00399,Москва,почта,Зайцева В.Л.,Фильтры,Фильтр F-30,1,0.07,22291,15856,4,нет проблемы,5,0,2026-01,6435,0.289,False,средняя,passive
10441,2026-01-15,C00737,Екатеринбург,почта,Морозов Д.А.,Редукторы,Редуктор R-8,2,0.05,168334,129340,2,комплектация,30,0,2026-01,38994,0.232,True,низкая,detractor
10442,2026-01-16,C00889,Москва,сайт,Кузнецов И.В.,Компрессоры,Компрессор А-120,1,0.1,122229,87674,3,цена,15,1,2026-01,34555,0.283,True,низкая,detractor
10443,2026-01-16,C00455,Москва,телефон,Новиков П.К.,Фильтры,Фильтр F-30,3,0.03,74158,52147,5,нет проблемы,7,0,2026-01,22011,0.297,False,высокая,promoter
10444,2026-01-16,C01325,Казань,сайт,Орлова Е.И.,Компрессоры,Компрессор А-120,1,0.07,143970,102048,5,нет проблемы,6,0,2026-01,41922,0.291,False,высокая,promoter
10445,2026-01-16,C00822,Екатеринбург,сайт,Кузнецов И.В.,Компрессоры,Компрессор А-120,1,0.05,148680,105252,5,нет проблемы,11,0,2026-01,43428,0.292,False,высокая,promoter
10446,2026-01-16,C00299,Москва,телефон,Петров М.С.,Датчики,Датчик D-17,1,0.07,16429,10632,5,нет проблемы,8,0,2026-01,5797,0.353,False,высокая,promoter
10447,2026-01-16,C02010,Санкт-Петербург,сайт,Смирнов Р.О.,Редукторы,Редуктор R-8,3,0.03,271286,204832,4,документы,27,0,2026-01,66454,0.245,True,средняя,passive
10448,2026-01-16,C01471,Екатеринбург,повторная продажа,Морозов Д.А.,Датчики,Датчик D-17,2,0.1,31839,20192,5,нет проблемы,8,0,2026-01,11647,0.366,False,высокая,promoter
10449,2026-01-16,C00832,Казань,почта,Сидорова Н.К.,Фильтры,Фильтр F-30,4,0.0,101759,72011,5,нет проблемы,12,0,2026-01,29748,0.292,False,высокая,promoter
10450,2026-01-16,C00777,Казань,повторная продажа,Сидорова Н.К.,Редукторы,Редуктор R-8,1,0.07,89998,70786,5,нет проблемы,12,0,2026-01,19212,0.213,False,высокая,promoter
10451,2026-01-16,C00230,Новосибирск,сайт,Морозов Д.А.,Компрессоры,Компрессор А-120,1,0.07,125421,90557,4,цена,9,1,2026-01,34864,0.278,True,средняя,passive
10452,2026-01-16,C00296,Москва,сайт,Иванова А.А.,Электродвигатели,Электродвигатель E-55,2,0.1,210985,158007,5,нет проблемы,14,0,2026-01,52978,0.251,False,высокая,promoter
10453,2026-01-16,C00262,Москва,почта,Громов А.Н.,Электродвигатели,Электродвигатель E-55,3,0.1,295446,221603,4,срок поставки,33,0,2026-01,73843,0.25,True,средняя,passive
10454,2026-01-16,C01329,Казань,сайт,Петров М.С.,Электродвигатели,Электродвигатель E-55,2,0.0,247496,182233,5,нет проблемы,9,0,2026-01,65263,0.264,False,высокая,promoter
10455,2026-01-16,C00689,Москва,почта,Новиков П.К.,Клапаны,Клапан V-12,3,0.03,115254,82366,5,нет проблемы,21,0,2026-01,32888,0.285,False,высокая,promoter
10456,2026-01-16,C01995,Москва,сайт,Петров М.С.,Датчики,Датчик D-17,2,0.03,33592,22082,5,нет проблемы,9,0,2026-01,11510,0.343,False,высокая,promoter
10457,2026-01-16,C01110,Москва,сайт,Егорова Т.С.,Компрессоры,Компрессор А-120,2,0.05,271807,199878,4,нет проблемы,7,0,2026-01,71929,0.265,False,средняя,passive
10458,2026-01-16,C01425,Москва,сайт,Волкова Н.П.,Редукторы,Редуктор R-8,2,0.1,155413,121221,4,нет проблемы,4,0,2026-01,34192,0.22,False,средняя,passive
10459,2026-01-16,C00853,Москва,сайт,Орлова Е.И.,Компрессоры,Компрессор А-120,1,0.0,147758,109065,4,нет проблемы,9,0,2026-01,38693,0.262,False,средняя,passive
10460,2026-01-16,C00859,Москва,сайт,Волкова Н.П.,Компрессоры,Компрессор А-120,3,0.07,404389,284280,5,нет проблемы,11,0,2026-01,120109,0.297,False,высокая,promoter
10461,2026-01-16,C01336,Новосибирск,телефон,Волкова Н.П.,Насосы,Насос Н-45,1,0.0,74769,58412,3,доставка,20,0,2026-01,16357,0.219,True,низкая,detractor
10462,2026-01-16,C00302,Москва,телефон,Смирнов Р.О.,Насосы,Насос Н-45,2,0.05,130841,97719,5,нет проблемы,18,0,2026-01,33122,0.253,False,высокая,promoter
10463,2026-01-16,C00132,Санкт-Петербург,сайт,Новиков П.К.,Редукторы,Редуктор R-8,1,0.1,81310,62963,2,документы,10,0,2026-01,18347,0.226,True,низкая,detractor
10464,2026-01-16,C00697,Москва,сайт,Кузнецов И.В.,Редукторы,Редуктор R-8,1,0.07,80177,61910,4,нет проблемы,5,0,2026-01,18267,0.228,False,средняя,passive
10465,2026-01-16,C01754,Москва,повторная продажа,Новиков П.К.,Клапаны,Клапан V-12,3,0.07,112164,78046,5,нет проблемы,10,0,2026-01,34118,0.304,False,высокая,promoter
10466,2026-01-16,C01928,Санкт-Петербург,сайт,Новиков П.К.,Контроллеры,Контроллер C-9,1,0.1,61712,42006,4,нет проблемы,10,0,2026-01,19706,0.319,False,средняя,passive
10467,2026-01-16,C00893,Казань,сайт,Сидорова Н.К.,Электродвигатели,Электродвигатель E-55,1,0.0,117102,85136,5,нет проблемы,10,0,2026-01,31966,0.273,False,высокая,promoter
10468,2026-01-16,C01900,Новосибирск,сайт,Алексеева Ю.С.,Датчики,Датчик D-17,1,0.05,16623,10604,4,нет проблемы,4,0,2026-01,6019,0.362,False,средняя,passive
10469,2026-01-16,C00134,Москва,телефон,Орлова Е.И.,Компрессоры,Компрессор А-120,3,0.07,417748,290363,4,нет проблемы,14,0,2026-01,127385,0.305,False,средняя,passive
10470,2026-01-16,C01491,Новосибирск,сайт,Зайцева В.Л.,Датчики,Датчик D-17,1,0.03,18771,11620,5,нет проблемы,8,0,2026-01,7151,0.381,False,высокая,promoter
10471,2026-01-16,C00860,Санкт-Петербург,почта,Алексеева Ю.С.,Компрессоры,Компрессор А-120,1,0.05,130592,94410,4,документы,33,0,2026-01,36182,0.277,True,средняя,passive
10472,2026-01-16,C00503,Санкт-Петербург,сайт,Смирнов Р.О.,Электродвигатели,Электродвигатель E-55,1,0.07,105827,76001,4,нет проблемы,10,0,2026-01,29826,0.282,False,средняя,passive
10473,2026-01-16,C00772,Казань,телефон,Зайцева В.Л.,Электродвигатели,Электродвигатель E-55,1,0.1,103959,77830,5,нет проблемы,8,0,2026-01,26129,0.251,False,высокая,promoter
10474,2026-01-16,C00093,Санкт-Петербург,сайт,Орлова Е.И.,Контроллеры,Контроллер C-9,1,0.0,59999,38927,4,нет проблемы,10,0,2026-01,21072,0.351,False,средняя,passive
10475,2026-01-16,C00952,Новосибирск,телефон,Громов А.Н.,Датчики,Датчик D-17,1,0.07,17050,11035,5,нет проблемы,13,0,2026-01,6015,0.353,False,высокая,promoter
10476,2026-01-16,C00541,Санкт-Петербург,телефон,Зайцева В.Л.,Клапаны,Клапан V-12,1,0.05,36019,25872,4,нет проблемы,8,0,2026-01,10147,0.282,False,средняя,passive
10477,2026-01-16,C00659,Москва,сайт,Новиков П.К.,Электродвигатели,Электродвигатель E-55,1,0.05,116938,83887,4,нет проблемы,10,0,2026-01,33051,0.283,False,средняя,passive
10478,2026-01-16,C01515,Москва,сайт,Сидорова Н.К.,Редукторы,Редуктор R-8,2,0.03,166971,127039,4,нет проблемы,8,0,2026-01,39932,0.239,False,средняя,passive
10479,2026-01-16,C01877,Казань,телефон,Зайцева В.Л.,Насосы,Насос Н-45,4,0.03,273679,208541,4,комплектация,26,0,2026-01,65138,0.238,True,средняя,passive
